"Host","Opponent","Date","Tm","Opp","Tm_odd","Opp_odd","Year"
"LAC","CHI","Jan 31, 2016","120","93","1.55","2.57","2016"
"CLE","SAS","Jan 31, 2016","117","103","2.01","1.85","2016"
"HOU","WAS","Jan 31, 2016","122","123","1.53","2.61","2016"
"MEM","SAC","Jan 31, 2016","121","117","1.58","2.49","2016"
"TOR","BRK","Jan 18, 2016","112","100","1.12","7.02","2016"
"ATL","ORL","Jan 18, 2016","98","81","1.28","3.95","2016"
"DET","CHI","Jan 18, 2016","101","111","1.65","2.33","2016"
"MEM","NOP","Jan 18, 2016","101","99","1.50","2.71","2016"
"CHO","UTA","Jan 18, 2016","124","119","1.64","2.36","2016"
"WAS","POR","Jan 18, 2016","98","108","1.56","2.54","2016"
"NYK","PHI","Jan 18, 2016","119","113","1.18","5.27","2016"
"LAL","HOU","Jan 18, 2016","95","112","5.19","1.19","2016"
"DEN","IND","Jan 18, 2016","129","126","2.17","1.74","2016"
"MIA","MIL","Jan 19, 2016","79","91","1.55","2.57","2016"
"LAC","HOU","Jan 19, 2016","140","132","1.44","2.86","2016"
"DAL","BOS","Jan 19, 2016","118","113","2.13","1.76","2016"
"CLE","GSW","Jan 19, 2016","98","132","1.63","2.37","2016"
"BRK","CLE","Jan 20, 2016","78","91","9.12","1.08","2016"
"NYK","UTA","Jan 20, 2016","118","111","1.71","2.22","2016"
"TOR","BOS","Jan 20, 2016","115","109","1.64","2.37","2016"
"ORL","PHI","Jan 20, 2016","87","96","1.29","3.84","2016"
"WAS","MIA","Jan 20, 2016","106","87","1.45","2.91","2016"
"DEN","OKC","Jan 20, 2016","104","110","4.51","1.23","2016"
"PHO","IND","Jan 20, 2016","94","97","2.97","1.43","2016"
"NOP","MIN","Jan 20, 2016","114","99","1.45","2.88","2016"
"LAL","SAC","Jan 21, 2016","93","112","3.49","1.34","2016"
"POR","ATL","Jan 21, 2016","98","104","2.04","1.83","2016"
"DAL","MIN","Jan 21, 2016","106","94","1.37","3.28","2016"
"CHI","GSW","Jan 21, 2016","94","125","3.18","1.39","2016"
"HOU","DET","Jan 21, 2016","114","123","1.64","2.35","2016"
"OKC","CHO","Jan 21, 2016","109","95","1.19","5.08","2016"
"BOS","CHI","Jan 22, 2016","110","101","1.60","2.44","2016"
"BRK","UTA","Jan 22, 2016","86","108","3.01","1.42","2016"
"NYK","LAC","Jan 22, 2016","88","116","2.16","1.75","2016"
"ORL","CHO","Jan 22, 2016","116","120","1.49","2.74","2016"
"PHO","SAS","Jan 22, 2016","89","117","17.03","1.03","2016"
"SAC","ATL","Jan 22, 2016","91","88","1.96","1.90","2016"
"DEN","MEM","Jan 22, 2016","101","102","2.23","1.70","2016"
"CLE","LAC","Jan 22, 2016","115","102","1.36","3.29","2016"
"NOP","DET","Jan 22, 2016","115","99","1.72","2.21","2016"
"CHO","NYK","Jan 23, 2016","97","84","2.03","1.84","2016"
"NOP","MIL","Jan 23, 2016","116","99","1.38","3.20","2016"
"GSW","IND","Jan 23, 2016","122","110","1.08","9.14","2016"
"LAL","SAS","Jan 23, 2016","95","108","16.53","1.03","2016"
"DAL","OKC","Jan 23, 2016","106","109","3.34","1.35","2016"
"HOU","MIL","Jan 23, 2016","102","98","1.70","2.23","2016"
"TOR","MIA","Jan 23, 2016","101","81","1.15","6.01","2016"
"BRK","OKC","Jan 24, 2016","116","106","10.61","1.06","2016"
"PHI","BOS","Jan 24, 2016","92","112","3.98","1.27","2016"
"TOR","LAC","Jan 24, 2016","112","94","1.71","2.22","2016"
"HOU","DAL","Jan 24, 2016","115","104","1.61","2.41","2016"
"POR","LAL","Jan 24, 2016","121","103","1.12","6.91","2016"
"SAC","IND","Jan 24, 2016","108","97","1.67","2.30","2016"
"DEN","DET","Jan 24, 2016","104","101","2.63","1.52","2016"
"PHO","ATL","Jan 24, 2016","98","95","6.69","1.13","2016"
"CLE","CHI","Jan 24, 2016","83","96","1.16","5.83","2016"
"MIN","MEM","Jan 24, 2016","106","101","2.35","1.64","2016"
"CLE","MIN","Jan 25, 2016","114","107","1.08","9.23","2016"
"WAS","BOS","Jan 25, 2016","91","116","1.67","2.29","2016"
"DET","SAS","Jan 12, 2016","99","109","3.47","1.34","2016"
"NYK","BOS","Jan 12, 2016","120","114","2.02","1.85","2016"
"IND","PHO","Jan 12, 2016","116","97","1.11","7.69","2016"
"GSW","MIA","Jan 12, 2016","111","103","1.06","11.23","2016"
"CHI","WAS","Jan 12, 2016","100","114","1.24","4.41","2016"
"BRK","NYK","Jan 13, 2016","110","104","2.36","1.63","2016"
"CHO","ATL","Jan 13, 2016","107","84","2.28","1.68","2016"
"WAS","MIL","Jan 13, 2016","106","101","1.45","2.90","2016"
"LAL","NOP","Jan 13, 2016","95","91","2.17","1.75","2016"
"DAL","CLE","Jan 13, 2016","107","110","3.04","1.42","2016"
"MEM","HOU","Jan 13, 2016","91","107","2.13","1.77","2016"
"MIL","CHI","Jan 13, 2016","106","101","2.34","1.65","2016"
"MIN","OKC","Jan 13, 2016","96","101","6.07","1.15","2016"
"PHI","CHI","Jan 14, 2016","111","115","4.36","1.24","2016"
"ORL","TOR","Jan 14, 2016","103","106","2.62","1.53","2016"
"LAC","MIA","Jan 14, 2016","104","90","1.67","2.30","2016"
"POR","UTA","Jan 14, 2016","99","85","1.63","2.36","2016"
"SAC","NOP","Jan 14, 2016","97","109","1.37","3.28","2016"
"DEN","GSW","Jan 14, 2016","112","110","5.21","1.19","2016"
"BOS","IND","Jan 14, 2016","103","94","1.61","2.42","2016"
"HOU","MIN","Jan 14, 2016","107","104","1.29","3.92","2016"
"OKC","DAL","Jan 14, 2016","108","89","1.09","8.87","2016"
"BOS","PHO","Jan 15, 2016","117","103","1.21","4.85","2016"
"BRK","POR","Jan 15, 2016","104","116","2.50","1.58","2016"
"IND","WAS","Jan 15, 2016","104","118","1.32","3.56","2016"
"OKC","MIN","Jan 15, 2016","113","93","1.08","9.62","2016"
"GSW","LAL","Jan 15, 2016","116","98","1.02","17.76","2016"
"UTA","SAC","Jan 15, 2016","101","103","1.68","2.28","2016"
"MEM","DET","Jan 15, 2016","103","101","1.98","1.88","2016"
"SAS","CLE","Jan 15, 2016","99","95","1.38","3.22","2016"
"ATL","BRK","Jan 16, 2016","114","86","1.15","5.97","2016"
"DET","GSW","Jan 16, 2016","113","95","3.49","1.33","2016"
"PHI","POR","Jan 16, 2016","114","89","3.12","1.40","2016"
"WAS","BOS","Jan 16, 2016","117","119","2.05","1.83","2016"
"CHO","MIL","Jan 16, 2016","92","105","1.46","2.86","2016"
"HOU","CLE","Jan 16, 2016","77","91","2.14","1.77","2016"
"DEN","MIA","Jan 16, 2016","95","98","2.15","1.76","2016"
"CHI","DAL","Jan 16, 2016","77","83","1.88","1.98","2016"
"MIL","ATL","Jan 16, 2016","108","101","2.62","1.53","2016"
"NOP","CHO","Jan 16, 2016","109","107","1.63","2.38","2016"
"OKC","MIA","Jan 17, 2016","99","74","1.18","5.30","2016"
"SAS","DAL","Jan 17, 2016","112","83","1.10","8.03","2016"
"MIN","PHO","Jan 17, 2016","117","87","1.56","2.53","2016"
"LAC","SAC","Jan 17, 2016","103","110","1.54","2.59","2016"
"UTA","LAL","Jan 17, 2016","109","82","1.26","4.16","2016"
"MEM","NYK","Jan 17, 2016","103","95","1.44","2.93","2016"
"GSW","CHO","Jan 05, 2016","111","101","1.10","7.76","2016"
"POR","MEM","Jan 05, 2016","78","91","2.06","1.82","2016"
"UTA","HOU","Jan 05, 2016","91","93","2.35","1.65","2016"
"MIL","SAS","Jan 05, 2016","98","123","5.32","1.18","2016"
"OKC","SAC","Jan 05, 2016","104","116","1.28","3.90","2016"
"BOS","DET","Jan 06, 2016","94","99","1.64","2.36","2016"
"BRK","TOR","Jan 06, 2016","74","91","3.52","1.33","2016"
"MIA","NYK","Jan 06, 2016","90","98","1.29","3.84","2016"
"ORL","IND","Jan 06, 2016","86","95","2.38","1.63","2016"
"WAS","CLE","Jan 06, 2016","115","121","3.79","1.30","2016"
"LAL","GSW","Jan 06, 2016","88","109","12.19","1.05","2016"
"DAL","SAC","Jan 06, 2016","117","116","1.36","3.31","2016"
"ATL","NYK","Jan 06, 2016","101","107","1.29","3.87","2016"
"CHI","MIL","Jan 06, 2016","117","106","1.25","4.27","2016"
"PHI","ATL","Jan 07, 2016","98","126","4.78","1.21","2016"
"POR","LAC","Jan 07, 2016","98","109","2.42","1.61","2016"
"OKC","MEM","Jan 07, 2016","112","94","1.27","4.00","2016"
"PHO","CHO","Jan 07, 2016","111","102","2.12","1.79","2016"
"SAS","UTA","Jan 07, 2016","123","98","1.06","10.92","2016"
"MIN","DEN","Jan 07, 2016","74","78","1.61","2.41","2016"
"NOP","DAL","Jan 07, 2016","91","100","1.27","4.02","2016"
"BRK","ORL","Jan 08, 2016","77","83","2.36","1.64","2016"
"WAS","TOR","Jan 08, 2016","88","97","2.14","1.76","2016"
"SAC","LAL","Jan 08, 2016","118","115","1.23","4.55","2016"
"CHI","BOS","Jan 08, 2016","101","92","1.39","3.16","2016"
"HOU","UTA","Jan 08, 2016","103","94","1.37","3.26","2016"
"DET","BRK","Jan 09, 2016","103","89","1.14","6.21","2016"
"PHI","TOR","Jan 09, 2016","95","108","4.79","1.21","2016"
"ORL","WAS","Jan 09, 2016","99","105","1.64","2.37","2016"
"ATL","CHI","Jan 09, 2016","120","105","1.72","2.22","2016"
"LAC","CHO","Jan 09, 2016","97","83","1.24","4.35","2016"
"LAL","OKC","Jan 09, 2016","113","117","13.80","1.04","2016"
"POR","GSW","Jan 09, 2016","108","128","5.09","1.19","2016"
"PHO","MIA","Jan 09, 2016","95","103","2.77","1.48","2016"
"SAS","NYK","Jan 09, 2016","100","99","1.05","13.12","2016"
"MEM","DEN","Jan 09, 2016","91","84","1.43","2.99","2016"
"MIL","DAL","Jan 09, 2016","96","95","1.94","1.92","2016"
"MIN","CLE","Jan 09, 2016","99","125","5.45","1.18","2016"
"NOP","IND","Jan 09, 2016","86","91","2.10","1.80","2016"
"NYK","MIL","Jan 10, 2016","100","88","1.44","2.91","2016"
"HOU","IND","Jan 10, 2016","107","103","1.77","2.13","2016"
"MEM","BOS","Jan 10, 2016","101","98","2.23","1.70","2016"
"PHI","CLE","Jan 10, 2016","85","95","17.31","1.03","2016"
"MIN","DAL","Jan 10, 2016","87","93","2.53","1.56","2016"
"LAC","NOP","Jan 10, 2016","114","111","1.19","5.17","2016"
"SAC","GSW","Jan 10, 2016","116","128","4.32","1.25","2016"
"UTA","MIA","Jan 10, 2016","98","83","1.97","1.90","2016"
"BRK","SAS","Jan 11, 2016","79","106","12.06","1.05","2016"
"LAL","UTA","Jan 11, 2016","74","86","2.42","1.61","2016"
"POR","OKC","Jan 11, 2016","115","110","3.94","1.28","2016"
"DEN","CHO","Jan 11, 2016","95","92","2.05","1.83","2016"
"NYK","DET","Dec 29, 2015","108","96","2.07","1.81","2015"
"GSW","SAC","Dec 29, 2015","122","103","1.06","11.45","2015"
"PHO","CLE","Dec 29, 2015","97","101","5.15","1.19","2015"
"UTA","PHI","Dec 29, 2015","95","91","1.24","4.40","2015"
"DAL","MIL","Dec 29, 2015","103","93","1.40","3.15","2015"
"SAS","MIN","Dec 29, 2015","101","95","1.06","11.20","2015"
"CHI","TOR","Dec 29, 2015","104","97","1.85","2.03","2015"
"BOS","LAL","Dec 30, 2015","104","112","1.07","10.49","2015"
"TOR","WAS","Dec 30, 2015","94","91","1.30","3.74","2015"
"CHO","LAC","Dec 30, 2015","117","122","2.17","1.74","2015"
"ORL","BRK","Dec 30, 2015","100","93","1.30","3.74","2015"
"DEN","CLE","Dec 30, 2015","87","93","3.27","1.37","2015"
"HOU","ATL","Dec 30, 2015","115","121","1.61","2.43","2015"
"MEM","MIA","Dec 30, 2015","99","90","1.51","2.69","2015"
"OKC","MIL","Dec 30, 2015","131","123","1.07","10.61","2015"
"HOU","GSW","Dec 31, 2015","110","114","1.63","2.38","2015"
"DET","MIN","Dec 31, 2015","115","90","1.27","4.03","2015"
"IND","MIL","Dec 31, 2015","116","120","1.41","3.06","2015"
"POR","DEN","Dec 31, 2015","110","103","1.40","3.12","2015"
"SAC","PHI","Dec 31, 2015","105","110","1.17","5.66","2015"
"DAL","GSW","Dec 31, 2015","114","91","2.44","1.60","2015"
"SAS","PHO","Dec 31, 2015","112","79","1.04","13.66","2015"
"CHI","IND","Dec 31, 2015","102","100","1.66","2.33","2015"
"MIN","UTA","Dec 31, 2015","94","80","1.57","2.53","2015"
"MIA","DAL","Jan 01, 2016","106","82","1.74","2.18","2016"
"TOR","CHO","Jan 01, 2016","104","94","1.39","3.18","2016"
"WAS","ORL","Jan 01, 2016","103","91","1.82","2.06","2016"
"UTA","POR","Jan 01, 2016","109","96","1.65","2.35","2016"
"NOP","LAC","Jan 01, 2016","89","95","1.82","2.06","2016"
"OKC","PHO","Jan 01, 2016","110","106","1.04","14.11","2016"
"CLE","ORL","Jan 02, 2016","104","79","1.23","4.50","2016"
"CHO","OKC","Jan 02, 2016","90","109","4.62","1.22","2016"
"IND","DET","Jan 02, 2016","94","82","1.53","2.64","2016"
"SAC","PHO","Jan 02, 2016","142","119","1.40","3.18","2016"
"BOS","BRK","Jan 02, 2016","97","100","1.20","5.04","2016"
"LAL","PHI","Jan 02, 2016","93","84","1.70","2.24","2016"
"CHI","NYK","Jan 02, 2016","108","81","1.34","3.45","2016"
"WAS","MIA","Jan 03, 2016","75","97","2.00","1.87","2016"
"NYK","ATL","Jan 03, 2016","111","97","2.64","1.52","2016"
"TOR","CHI","Jan 03, 2016","113","115","1.58","2.51","2016"
"GSW","DEN","Jan 03, 2016","111","108","1.06","12.80","2016"
"LAC","PHI","Jan 03, 2016","130","99","1.07","10.51","2016"
"UTA","MEM","Jan 03, 2016","92","87","2.11","1.80","2016"
"DAL","NOP","Jan 03, 2016","98","105","1.60","2.45","2016"
"SAS","HOU","Jan 03, 2016","121","103","1.13","6.68","2016"
"MIN","MIL","Jan 03, 2016","85","95","1.80","2.08","2016"
"BRK","BOS","Jan 04, 2016","94","103","3.67","1.31","2016"
"DET","ORL","Jan 04, 2016","115","89","1.55","2.58","2016"
"MIA","IND","Jan 04, 2016","103","100","1.80","2.09","2016"
"CLE","TOR","Jan 04, 2016","122","100","1.26","4.09","2016"
"PHI","MIN","Jan 04, 2016","109","99","3.13","1.40","2016"
"LAL","PHO","Jan 04, 2016","97","77","2.02","1.86","2016"
"DEN","POR","Jan 04, 2016","106","112","2.16","1.76","2016"
"MIA","DET","Dec 22, 2015","92","93","1.68","2.27","2015"
"TOR","DAL","Dec 22, 2015","103","99","1.53","2.62","2015"
"PHI","MEM","Dec 22, 2015","90","104","5.59","1.16","2015"
"LAC","OKC","Dec 22, 2015","99","100","2.11","1.78","2015"
"UTA","PHO","Dec 22, 2015","110","89","1.56","2.55","2015"
"SAS","IND","Dec 22, 2015","106","92","1.21","4.79","2015"
"ATL","POR","Dec 22, 2015","106","97","1.15","6.14","2015"
"CHI","BRK","Dec 22, 2015","102","105","1.15","6.16","2015"
"HOU","CHO","Dec 22, 2015","102","95","1.65","2.34","2015"
"BRK","DAL","Dec 23, 2015","118","119","2.36","1.64","2015"
"CHO","BOS","Dec 23, 2015","89","102","1.77","2.12","2015"
"CLE","NYK","Dec 23, 2015","91","84","1.08","8.96","2015"
"IND","SAC","Dec 23, 2015","106","108","1.34","3.44","2015"
"ORL","HOU","Dec 23, 2015","104","101","1.90","1.97","2015"
"WAS","MEM","Dec 23, 2015","100","91","2.04","1.83","2015"
"DEN","LAL","Dec 23, 2015","107","111","1.45","2.89","2015"
"GSW","UTA","Dec 24, 2015","103","85","1.07","10.38","2015"
"LAL","OKC","Dec 24, 2015","85","120","12.17","1.05","2015"
"PHO","DEN","Dec 24, 2015","96","104","1.22","4.57","2015"
"ATL","DET","Dec 24, 2015","107","100","1.37","3.27","2015"
"MIL","PHI","Dec 24, 2015","113","100","1.14","6.30","2015"
"MIN","SAS","Dec 24, 2015","83","108","6.22","1.14","2015"
"NOP","POR","Dec 24, 2015","115","89","1.30","3.80","2015"
"GSW","CLE","Dec 25, 2015","89","83","1.36","3.39","2015"
"OKC","CHI","Dec 25, 2015","96","105","1.19","5.13","2015"
"MIA","NOP","Dec 25, 2015","94","88","1.53","2.63","2015"
"ATL","NYK","Dec 26, 2015","117","98","1.30","3.82","2015"
"DET","BOS","Dec 26, 2015","93","99","2.05","1.83","2015"
"CHO","MEM","Dec 26, 2015","98","92","1.71","2.22","2015"
"NOP","HOU","Dec 26, 2015","110","108","2.01","1.86","2015"
"ORL","MIA","Dec 26, 2015","101","108","1.49","2.75","2015"
"MIL","TOR","Dec 26, 2015","90","111","2.30","1.67","2015"
"BRK","WAS","Dec 26, 2015","96","111","2.28","1.68","2015"
"LAL","LAC","Dec 26, 2015","84","94","9.39","1.08","2015"
"HOU","SAS","Dec 26, 2015","88","84","3.56","1.33","2015"
"BOS","NYK","Dec 27, 2015","100","91","1.25","4.25","2015"
"OKC","DEN","Dec 27, 2015","122","112","1.03","17.47","2015"
"MEM","LAL","Dec 27, 2015","112","96","1.18","5.41","2015"
"POR","CLE","Dec 27, 2015","105","76","3.82","1.29","2015"
"PHO","PHI","Dec 27, 2015","104","111","1.13","6.68","2015"
"UTA","LAC","Dec 27, 2015","104","109","2.12","1.77","2015"
"DAL","CHI","Dec 27, 2015","118","111","1.71","2.22","2015"
"SAS","DEN","Dec 27, 2015","101","86","1.05","12.25","2015"
"MIN","IND","Dec 27, 2015","88","102","2.52","1.57","2015"
"MIA","BRK","Dec 28, 2015","105","111","1.29","3.89","2015"
"CHO","LAL","Dec 28, 2015","108","98","1.10","8.36","2015"
"IND","ATL","Dec 28, 2015","93","87","1.86","2.02","2015"
"ORL","NOP","Dec 28, 2015","104","89","1.55","2.56","2015"
"WAS","LAC","Dec 28, 2015","91","108","1.88","1.99","2015"
"SAC","POR","Dec 28, 2015","94","98","1.23","4.54","2015"
"BRK","MIA","Dec 16, 2015","98","104","2.72","1.50","2015"
"DET","BOS","Dec 16, 2015","119","116","1.73","2.19","2015"
"NYK","MIN","Dec 16, 2015","107","102","1.53","2.62","2015"
"IND","DAL","Dec 16, 2015","107","81","1.55","2.56","2015"
"ORL","CHO","Dec 16, 2015","113","98","1.98","1.88","2015"
"LAL","MIL","Dec 16, 2015","113","95","2.48","1.58","2015"
"SAC","HOU","Dec 16, 2015","107","97","1.74","2.18","2015"
"MIN","DEN","Dec 16, 2015","100","112","1.40","3.13","2015"
"CHO","TOR","Dec 17, 2015","109","99","2.21","1.71","2015"
"GSW","PHO","Dec 17, 2015","128","103","1.11","7.64","2015"
"LAC","MIL","Dec 17, 2015","103","90","1.13","6.73","2015"
"UTA","NOP","Dec 17, 2015","94","104","1.64","2.36","2015"
"SAS","WAS","Dec 17, 2015","114","95","1.08","9.18","2015"
"ATL","PHI","Dec 17, 2015","127","106","1.07","10.43","2015"
"CHI","MEM","Dec 17, 2015","98","85","1.55","2.58","2015"
"OKC","POR","Dec 17, 2015","106","90","1.17","5.52","2015"
"BOS","ATL","Dec 18, 2015","101","109","1.61","2.43","2015"
"IND","BRK","Dec 18, 2015","104","97","1.16","5.71","2015"
"ORL","POR","Dec 18, 2015","102","94","1.55","2.58","2015"
"PHI","NYK","Dec 18, 2015","97","107","3.15","1.39","2015"
"LAL","HOU","Dec 18, 2015","87","107","3.22","1.38","2015"
"CLE","OKC","Dec 18, 2015","104","100","1.71","2.22","2015"
"NYK","CHI","Dec 19, 2015","107","91","1.76","2.15","2015"
"WAS","CHO","Dec 19, 2015","109","101","2.03","1.85","2015"
"OKC","LAL","Dec 19, 2015","118","78","1.03","16.71","2015"
"GSW","MIL","Dec 19, 2015","121","112","1.02","20.13","2015"
"PHO","NOP","Dec 19, 2015","104","88","1.64","2.35","2015"
"UTA","DEN","Dec 19, 2015","97","88","1.46","2.83","2015"
"DAL","MEM","Dec 19, 2015","97","88","1.72","2.20","2015"
"CHI","DET","Dec 19, 2015","144","147","1.49","2.75","2015"
"MIA","TOR","Dec 19, 2015","94","108","1.54","2.60","2015"
"MIN","SAC","Dec 19, 2015","99","95","2.19","1.72","2015"
"SAS","LAC","Dec 19, 2015","115","107","1.28","3.93","2015"
"ORL","ATL","Dec 20, 2015","100","103","2.01","1.85","2015"
"TOR","SAC","Dec 20, 2015","94","104","1.43","2.97","2015"
"PHO","MIL","Dec 20, 2015","95","101","1.34","3.43","2015"
"CLE","PHI","Dec 20, 2015","108","86","1.02","19.50","2015"
"BRK","MIN","Dec 20, 2015","85","100","2.05","1.83","2015"
"MIA","POR","Dec 20, 2015","116","109","1.48","2.77","2015"
"HOU","LAC","Dec 20, 2015","107","97","2.20","1.72","2015"
"MEM","IND","Dec 20, 2015","96","84","1.95","1.91","2015"
"BOS","MIN","Dec 21, 2015","113","99","1.29","3.81","2015"
"NYK","ORL","Dec 21, 2015","99","107","1.67","2.30","2015"
"WAS","SAC","Dec 21, 2015","113","99","1.70","2.24","2015"
"DEN","NOP","Dec 21, 2015","125","130","1.91","1.95","2015"
"DET","MEM","Dec 09, 2015","92","93","1.58","2.50","2015"
"TOR","SAS","Dec 09, 2015","97","94","3.11","1.40","2015"
"BOS","CHI","Dec 09, 2015","105","100","1.61","2.40","2015"
"CHO","MIA","Dec 09, 2015","99","81","1.97","1.89","2015"
"WAS","HOU","Dec 09, 2015","103","109","1.57","2.53","2015"
"SAC","UTA","Dec 09, 2015","114","106","1.71","2.22","2015"
"DEN","ORL","Dec 09, 2015","74","85","2.40","1.63","2015"
"MEM","OKC","Dec 09, 2015","88","125","2.15","1.76","2015"
"BRK","HOU","Dec 09, 2015","110","105","2.73","1.50","2015"
"CLE","POR","Dec 09, 2015","105","100","1.20","4.99","2015"
"IND","GSW","Dec 09, 2015","123","131","2.97","1.43","2015"
"BRK","PHI","Dec 10, 2015","100","91","1.35","3.42","2015"
"DAL","ATL","Dec 10, 2015","95","98","2.07","1.82","2015"
"PHO","ORL","Dec 10, 2015","107","104","1.52","2.67","2015"
"UTA","NYK","Dec 10, 2015","106","85","1.68","2.28","2015"
"MIL","LAC","Dec 10, 2015","95","109","2.89","1.45","2015"
"MIN","LAL","Dec 10, 2015","123","122","1.31","3.73","2015"
"BOS","GSW","Dec 11, 2015","119","124","2.81","1.47","2015"
"TOR","MIL","Dec 11, 2015","90","83","1.30","3.81","2015"
"IND","MIA","Dec 11, 2015","96","83","1.51","2.68","2015"
"ORL","CLE","Dec 11, 2015","76","111","2.34","1.65","2015"
"PHI","DET","Dec 11, 2015","95","107","4.47","1.23","2015"
"SAC","NYK","Dec 11, 2015","99","97","1.40","3.12","2015"
"CHI","LAC","Dec 11, 2015","83","80","2.03","1.83","2015"
"OKC","ATL","Dec 11, 2015","107","94","1.29","3.81","2015"
"DET","IND","Dec 12, 2015","118","96","1.86","2.01","2015"
"CHO","BOS","Dec 12, 2015","93","98","1.67","2.31","2015"
"BRK","LAC","Dec 12, 2015","100","105","3.36","1.35","2015"
"PHO","POR","Dec 12, 2015","96","106","1.58","2.51","2015"
"SAS","LAL","Dec 12, 2015","109","87","1.04","14.75","2015"
"DEN","MIN","Dec 12, 2015","111","108","1.92","1.95","2015"
"UTA","OKC","Dec 12, 2015","90","94","2.40","1.62","2015"
"MEM","CHO","Dec 12, 2015","99","123","1.68","2.29","2015"
"NOP","WAS","Dec 12, 2015","107","105","1.60","2.45","2015"
"OKC","UTA","Dec 13, 2015","104","98","1.21","4.82","2015"
"MIA","MEM","Dec 13, 2015","100","97","1.68","2.27","2015"
"TOR","PHI","Dec 13, 2015","96","76","1.11","7.83","2015"
"PHO","MIN","Dec 13, 2015","108","101","1.44","2.95","2015"
"POR","NYK","Dec 13, 2015","110","112","1.63","2.40","2015"
"DAL","WAS","Dec 13, 2015","111","114","1.36","3.31","2015"
"MIL","GSW","Dec 13, 2015","108","95","4.98","1.20","2015"
"ATL","SAS","Dec 13, 2015","78","103","2.27","1.68","2015"
"CHI","NOP","Dec 13, 2015","98","94","1.31","3.67","2015"
"HOU","LAL","Dec 13, 2015","126","97","1.12","7.22","2015"
"BRK","ORL","Dec 14, 2015","82","105","2.44","1.61","2015"
"DET","LAC","Dec 14, 2015","103","105","2.10","1.79","2015"
"IND","TOR","Dec 14, 2015","106","90","1.53","2.65","2015"
"BOS","CLE","Dec 15, 2015","77","89","2.00","1.86","2015"
"POR","NOP","Dec 15, 2015","105","101","1.64","2.35","2015"
"DEN","HOU","Dec 15, 2015","114","108","2.55","1.57","2015"
"DAL","PHO","Dec 15, 2015","104","94","1.57","2.54","2015"
"SAS","UTA","Dec 15, 2015","118","81","1.09","8.55","2015"
"ATL","MIA","Dec 15, 2015","88","100","1.39","3.18","2015"
"CHI","PHI","Dec 15, 2015","115","96","1.07","10.52","2015"
"MEM","WAS","Dec 15, 2015","112","95","1.60","2.45","2015"
"LAC","IND","Dec 03, 2015","91","103","2.12","1.78","2015"
"SAS","MIL","Dec 03, 2015","95","70","1.11","7.77","2015"
"ATL","TOR","Dec 03, 2015","86","96","1.55","2.56","2015"
"CHI","DEN","Dec 03, 2015","99","90","1.19","5.19","2015"
"HOU","NOP","Dec 03, 2015","108","101","1.62","2.40","2015"
"DET","PHO","Dec 03, 2015","127","122","1.59","2.47","2015"
"NYK","PHI","Dec 03, 2015","99","87","1.24","4.45","2015"
"CHO","GSW","Dec 03, 2015","99","116","4.68","1.22","2015"
"POR","IND","Dec 04, 2015","123","111","2.22","1.71","2015"
"SAC","BOS","Dec 04, 2015","97","114","2.21","1.72","2015"
"MEM","SAS","Dec 04, 2015","83","103","2.34","1.65","2015"
"UTA","ORL","Dec 04, 2015","94","103","1.56","2.53","2015"
"TOR","DEN","Dec 04, 2015","105","106","1.18","5.39","2015"
"MIA","OKC","Dec 04, 2015","97","95","2.66","1.52","2015"
"NOP","CLE","Dec 05, 2015","114","108","2.70","1.51","2015"
"DAL","HOU","Dec 05, 2015","96","100","1.47","2.83","2015"
"ATL","LAL","Dec 05, 2015","100","87","1.13","6.71","2015"
"DET","MIL","Dec 05, 2015","102","95","1.36","3.32","2015"
"NYK","BRK","Dec 05, 2015","108","91","1.62","2.41","2015"
"WAS","PHO","Dec 05, 2015","109","106","2.23","1.71","2015"
"LAC","ORL","Dec 06, 2015","103","101","1.77","2.13","2015"
"UTA","IND","Dec 06, 2015","122","119","2.08","1.81","2015"
"MIL","NYK","Dec 06, 2015","106","91","2.17","1.75","2015"
"SAS","BOS","Dec 06, 2015","108","105","1.23","4.53","2015"
"CHI","CHO","Dec 06, 2015","96","102","1.44","2.95","2015"
"HOU","SAC","Dec 06, 2015","120","113","1.64","2.37","2015"
"MIA","CLE","Dec 06, 2015","99","84","1.49","2.74","2015"
"MIN","POR","Dec 06, 2015","103","109","1.82","2.06","2015"
"TOR","GSW","Dec 06, 2015","109","112","3.66","1.31","2015"
"PHI","DEN","Dec 06, 2015","105","108","2.36","1.64","2015"
"OKC","SAC","Dec 07, 2015","98","95","1.12","6.98","2015"
"BRK","GSW","Dec 07, 2015","98","114","6.31","1.14","2015"
"DET","LAL","Dec 07, 2015","111","91","1.19","5.21","2015"
"WAS","DAL","Dec 07, 2015","104","116","2.10","1.80","2015"
"MEM","PHO","Dec 07, 2015","95","93","1.43","2.99","2015"
"CHI","PHO","Dec 08, 2015","101","103","1.35","3.41","2015"
"MIL","POR","Dec 08, 2015","90","88","2.00","1.87","2015"
"MIN","LAC","Dec 08, 2015","106","110","2.49","1.58","2015"
"NOP","BOS","Dec 08, 2015","93","111","1.98","1.89","2015"
"MIA","WAS","Dec 08, 2015","103","114","1.25","4.21","2015"
"NYK","DAL","Dec 08, 2015","97","104","1.92","1.95","2015"
"TOR","LAL","Dec 08, 2015","102","93","1.12","7.15","2015"
